Brown,7,Harvard,24,
Cornell,17,Yale,37,
Penn,22,Drtmouth,20, 
Columbia,21,Princeton,24, 
Dartmouth,0,Yale,30,
Harvard,41,Cornell,31,
Princeton,0,Brown,34,
Penn,27,Columbia,20,
